event,scenario,main_character,emotion1,emotion2,emotion3,emotion4,answer,context_type
"Remi was having a baby shower in few weeks, so Remy invited all their friends and family.","Remy was having a baby shower in a few weeks, so Remy invited all their friends and family during a sunny weekend when everyone was available to celebrate.",Remy,Confusion,Anticipation,Amazement,Concern,Anticipation,time
"Remi was having a baby shower in few weeks, so Remy invited all their friends and family.","Remy was having a baby shower in a few weeks, so Remy invited all their friends and family shortly after receiving unexpected news about complications in the pregnancy.",Remy,Confusion,Anticipation,Amazement,Concern,Concern,time
"Skylar and Sydney were workmates for the longest time. They had worked together so much that, after Sydney's accident, Skylar spoke Sydney's mind often these days. It just took so much energy for Sydney to talk.","Skylar was frequently speaking on Sydney's behalf during meetings, understanding Sydney's thoughts even before they were expressed, while Sydney struggled to kep up due to their fatigue from the accident.",Sydney,Embarrassment,Frustration,Gratitude,Concern,Frustration,agent
"Skylar and Sydney were workmates for the longest time. They had worked together so much that, after Sydney's accident, Skylar spoke Sydney's mind often these days. It just took so much energy for Sydney to talk.","Skylar's habit of speaking for Sydney made them feel more disconnected, as they struggled to express their own thoughts and felt sidelined by the ease with which Skylar took over conversations.",Sydney,Embarrassment,Frustration,Gratitude,Concern,Frustration,agent
Jan put Quinn's money in the bank so it will get interest and grow over time.,"Jan put Quinn's money in the bank at a busy financial institution, surrounded by people discussing investments and savings, creating an atmosphere of opportunity.",Jan,Acceptance,Awe,Optimism,Annoyance,Optimism,place
Jan put Quinn's money in the bank so it will get interest and grow over time.,"Jan put Quinn's money in the bank at a small, quiet local branch, where the teller was friendly but the overall environment felt somewhat stagnant and uneventful.",Jan,Acceptance,Awe,Optimism,Annoyance,Acceptance,place
Robin went on a plan and finally made it to the airport.,Robin went on a plane and finally made it to the airport after a long delay of several hours.,Robin,Gratitude,Relief,Displeasure,Frustration,Relief,time
Robin went on a plan and finally made it to the airport.,Robin went on a plane and finally made it to the airport just in time for the flight after a smooth journey.,Robin,Gratitude,Relief,Displeasure,Frustration,Relief,time
"During a test, Skylar caught Quinn peeking at his homework book which had corrections because the questions were the same.","During a test in the middle of the school year, Skylar caught Quinn peeking at his homework book, which had corrections because the questions were the same.",Skylar,Disapproval,Acceptance,Anger,Anxiety,Disapproval,time
"During a test, Skylar caught Quinn peeking at his homework book which had corrections because the questions were the same.","During a final exam at the end of the semester, Skylar caught Quinn peeking at his homework book, which had corrections because the questions were the same.",Skylar,Disapproval,Acceptance,Anger,Anxiety,Disapproval,time
Jesse found some cash and put it into their bank account that they had just opened up.,"Jesse found a stack of cash while cleaning out an old drawer, unsure of where it came from, and transferred it into their new bank account, hoping it wouldhelp cover some future expenses.",Jesse,Relief,Surprise,Guilt,Gratitude,Surprise,agent
Jesse found some cash and put it into their bank account that they had just opened up.,"Jesse received  a small bonus at work and immediately deposited the cash into their freshly opened bank account, feeling relieved to have some financial stability.",Jesse,Relief,Surprise,Guilt,Gratitude,Relief,agent
Addison is Kendall's aide and will do anything for Kendall.,Addison is Kendall's aide and will do anything for Kendall because Kendall has always treated Addison with kindness and respect.,Addison,Passion,Guilt,Devotion,Amazement,Devotion,agent
Addison is Kendall's aide and will do anything for Kendall.,Addison is Kendall's aide and will do anything for Kendall because Kendall has power and influence that Addison finds beneficial,Addison,Passion,Guilt,Devotion,Amazement,Devotion,agent
Jesse forgave the man for his unkind words and the man immediately apologized profusely.,"Jesse forgave the man for his unkind words and the man immediately apologized profusely, late in the evening after a long, stressful day.",Jesse,Gratitude,Reverence,Relief,Acceptance,Relief,time
Jesse forgave the man for his unkind words and the man immediately apologized profusely.,"Jesse forgave the man for his unkind words and the man immediately apologized profusely, during a calm, peaceful morning when both were feeling reflective.",Jesse,Gratitude,Reverence,Relief,Acceptance,Acceptance,time
Remy paid for Kendall's way to the holiday lodge in the country.,"Remy paid for Kendall's way to the holiday lodge in the country, located in a picturesque setting surrounded by rolling hills and serene lakes, where the anticipation of a peaceful getaway filled the air.",Remy,Guilt,Joy,Frustration,Anxiety,Joy,place
Remy paid for Kendall's way to the holiday lodge in the country.,"Remy paid for Kendall's way to the holiday lodge in the country, situated in a remote area with limited access and a long, winding road, creating a sense of uncertainty about the trip ahead.",Remy,Guilt,Joy,Frustration,Anxiety,Anxiety,place
Robin felt seasick after boarding the boat to go fishing.,"Robin felt seasick after boarding the boat to go fishing. The boat was small and crowded, filled with excited children who were running around and creating a chaotic atmosphere, making it difficult for Robin to find a stable spot.",Robin,Helplessness,Intimidation,Fear,Anxiety,Anxiety,place
Robin felt seasick after boarding the boat to go fishing.,"Robin felt seasick after boarding the boat to go fishing. This was the first time Robin had gone out on the open water, and the weather had turned unexpectedly rough, causing waves to crash against the sides of the boat.",Robin,Helplessness,Intimidation,Fear,Anxiety,Anxiety,place
Cameron got stuck in the elevator in his apartment building.,Cameron got stuck in the elevator in his apartment building just before an important meeting he was supposed to attend.,Cameron,Fear,Helplessness,Anticipation,Anxiety,Anxiety,time
Cameron got stuck in the elevator in his apartment building.,Cameron got stuck in the elevator in his apartment building late at night when no one else was around.,Cameron,Fear,Helplessness,Anticipation,Anxiety,Fear,time
Jesse returned the phone to the store after it broke at work.,"Jesse returned the phone to the store after it broke at work in a busy electronics store, where customers were milling about and the staff seemed impatient, creating a tense environment.",Jesse,Concern,Displeasure,Gratitude,Frustration,Frustration,place
Jesse returned the phone to the store after it broke at work.,"Jesse returned the phone to the store after it broke at work in a quiet, nearly empty store just before closing time, where the atmosphere was calm and the staff were attentive and sympathetic.",Jesse,Concern,Displeasure,Gratitude,Frustration,Gratitude,place
"Wanting to set the record straight over everything, Tracy asked Lee to meet them.","Wanting to set the record straight over everything, Tracy asked Lee to meet them in a busy cafe filled with chatter and laughter, where the lively atmosphere contrasted with their serious conversation.",Tracy,Passion,Anxiety,Relief,Determination,Determination,place
